Sequence	Candidate for	Resistance_to	Reference	MGS_DANOIS	isPhage	MGS_SIZE	superkingdom	phylum	class	order	family	genus	species	COG/NOG/KOG_v3	Functional category_v3	Annotation_eggNOG_v3
MC3.MG32.AS1.GP1.C18450.G2	blab3	beta-lactam	FEZ_1_CAB96921_1	433	vir	1902	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:433	firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG320.AS1.GP1.C6844.G4	blab3	beta-lactam	BLR7_ACH58998_1	58	-	2924	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:58	firmNOG05013	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG321.AS1.GP1.C14378.G1	blab3	beta-lactam	GOB_4_AF189293	-	-	-	Bacteria	Actinobacteria	Actinobacteria					firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG321.AS1.GP1.C19019.G2	blab3	beta-lactam	THIN_B_CAC33832_1	468	-	1445								creNOG01716	General function prediction only 	Beta-Lactamase domain-containing protein
MC3.MG321.AS1.GP1.C323.G2	blab3	beta-lactam	GOB_3_AF189291	-	-	-								proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG321.AS1.GP1.C323.G3	blab3	beta-lactam	L_1_AJ272109	-	-	-								COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG321.AS1.GP1.C34218.G4	blab3	beta-lactam	FEZ_1_CAB96921_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	uncultured Eubacterium sp.	proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG321.AS1.GP1.C40516.G15	blab3	beta-lactam	FEZ_1_CAB96921_1	147	-	3500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	proNOG24010	General function prediction only 	Beta-Lactamase
MC3.MG321.AS1.GP1.C43430.G2	blab3	beta-lactam	GOB_2_AF189296	-	-	-								COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG321.AS1.GP1.C63456.G7	blab3	beta-lactam	GOB_9_AY647246	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales				proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG321.AS1.GP1.C7388.G1	blab3	beta-lactam	BLR9_ACH58989_1	305	-	2305								proNOG02934	General function prediction only 	Beta-Lactamase
MC3.MG325.AS1.GP1.C3150.G2	blab3	beta-lactam	BLR9_ACH58989_1	-	-	-								COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG325.AS1.GP1.C52251.G7	blab3	beta-lactam	BLR9_ACH58989_1	-	-	-								veNOG08499	General function prediction only 	Metallo-Beta-Lactamase domain containing 2
MC3.MG327.AS1.GP1.C18054.G14	blab3	beta-lactam	BLR9_ACH58989_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hathewayi CAG:224	proNOG24010	General function prediction only 	Beta-Lactamase
MC3.MG327.AS1.GP1.C24674.G2	blab3	beta-lactam	GOB_16_GU188443	2545	-	-	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	firmNOG04815	General function prediction only 	Beta-Lactamase
MC3.MG330.AS1.GP1.C31005.G5	blab3	beta-lactam	BLR7_ACH58998_1	-	-	-								bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG330.AS1.GP1.C3621.G2	blab3	beta-lactam	GOB_3_AF189291	-	-	-								firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG330.AS1.GP1.C375.G4	blab3	beta-lactam	BJP_1_BAL75272_1	-	-	-								firmNOG05013	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG332.AS1.GP1.C11315.G1	blab3	beta-lactam	GOB_3_AF189291	-	-	-								firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG332.AS1.GP1.C21087.G4	blab3	beta-lactam	BLR8_ACH58988_1	-	-	-								proNOG14106	General function prediction only 	
MC3.MG332.AS1.GP1.C4306.G3	blab3	beta-lactam	GOB_2_AF189296	428	-	2743								firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG332.AS1.GP1.C48077.G13	blab3	beta-lactam	BLR8_ACH58988_1	-	vir	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Peptoniphilus		firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG335.AS1.GP1.C41534.G2	blab3	beta-lactam	THIN_B_CAC33832_1	87	proph	2092								firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG34.AS1.GP1.C15069.G7	blab3	beta-lactam	BLR12_ACH58990_1	-	vir	-								firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG34.AS1.GP1.C19956.G1	blab3	beta-lactam	BLR2_ACH58985_1	-	proph	-	Bacteria	Firmicutes						firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG34.AS1.GP1.C22377.G12	blab3	beta-lactam	BLR8_ACH58988_1	-	proph	-	Bacteria	Firmicutes	Clostridia					firmNOG06195	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG341.AS1.GP1.C49850.G5	blab3	beta-lactam	FEZ_1_CAB96921_1	377	-	2681	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	Megamonas rupellensis	proNOG24010	General function prediction only 	Beta-Lactamase
MC3.MG344.AS1.GP1.C28929.G2	blab3	beta-lactam	BLR12_ACH58990_1	-	-	-								eurNOG02326	General function prediction only 	Beta-Lactamase domain protein
MC3.MG344.AS1.GP1.C37831.G3	blab3	beta-lactam	L_1_AJ272109	-	-	-								proNOG36121	General function prediction only 	
MC3.MG344.AS1.GP1.C49152.G1	blab3	beta-lactam	BLR8_ACH58988_1	-	-	-								proNOG14106	General function prediction only 	
MC3.MG344.AS1.GP1.C8961.G2	blab3	beta-lactam	BJP_1_BAL75272_1	155	proph	1669	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. CAG:155	firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG345.AS1.GP1.C45048.G1	blab3	beta-lactam	FEZ_1_CAB96921_1	-	-	-								firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG345.AS1.GP1.C70617.G2	blab3	beta-lactam	BLR8_ACH58988_1	-	proph	-								firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG351.AS1.GP1.C33189.G6	blab3	beta-lactam	BLR3_ACH58987_1	216	-	3870	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. D6	COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG351.AS1.GP1.C46641.G2	blab3	beta-lactam	GOB_3_AF189291	216	proph	3870	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. D6	dproNOG08589	General function prediction only 	Zn-Dependent hydrolase
MC3.MG351.AS1.GP1.C49325.G2	blab3	beta-lactam	GOB_1_AF090141	216	-	3870	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. D6	bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG354.AS1.GP1.C69625.G10	blab3	beta-lactam	GOB_7_AF189297	-	-	-								proNOG24010	General function prediction only 	Beta-Lactamase
MC3.MG358.AS1.GP1.C15536.G3	blab3	beta-lactam	BJP_1_BAL75272_1	671	proph	1729								bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG358.AS1.GP1.C26200.G2	blab3	beta-lactam	THIN_B_CAC33832_1	77	-	2502	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Candidatus Alistipes marseilloanorexicus	firmNOG11397	Replication, recombination and repair 	
MC3.MG358.AS1.GP1.C26933.G11	blab3	beta-lactam	GOB_7_AF189297	-	-	-								proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG358.AS1.GP1.C79152.G14	blab3	beta-lactam	FEZ_1_CAB96921_1	-	-	-								COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG359.AS1.GP1.C4743.G14	blab3	beta-lactam	BLR8_ACH58988_1	884	proph	1293	Bacteria	Firmicutes						dproNOG02657	General function prediction only 	Beta-Lactamase domain protein
MC3.MG359.AS1.GP1.C49418.G21	blab3	beta-lactam	BJP_1_BAL75272_1	-	-	-	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			proNOG02934	General function prediction only 	Beta-Lactamase
MC3.MG361.AS1.GP1.C10003.G1	blab3	beta-lactam	GOB_7_AF189297	-	proph	-								firmNOG06195	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG361.AS1.GP1.C28374.G3	blab3	beta-lactam	GOB_7_AF189297	-	-	-								proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG362.AS1.GP1.C45748.G4	blab3	beta-lactam	GOB_15_AY775547	-	-	-								eurNOG02326	General function prediction only 	Beta-Lactamase domain protein
MC3.MG366.AS1.GP1.C5448.G13	blab3	beta-lactam	GOB_7_AF189297	570	-	2081	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera elsdenii CAG:570	firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG367.AS1.GP1.C62060.G10	blab3	beta-lactam	GOB_18_DQ004496	-	-	-								COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG368.AS1.GP1.C34594.G2	blab3	beta-lactam	BLR8_ACH58988_1	-	-	-	Bacteria	Firmicutes	Clostridia					veNOG08499	General function prediction only 	Metallo-Beta-Lactamase domain containing 2
MC3.MG368.AS1.GP1.C56122.G8	blab3	beta-lactam	BLR8_ACH58988_1	1004	vir	-								firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG375.AS1.GP1.C64979.G4	blab3	beta-lactam	BLR3_ACH58987_1	-	-	-								firmNOG04815	General function prediction only 	Beta-Lactamase
MC3.MG377.AS1.GP1.C10135.G1	blab3	beta-lactam	THIN_B_CAC33832_1	300	proph	2546	Bacteria	Firmicutes						firmNOG06195	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG377.AS1.GP1.C16575.G1	blab3	beta-lactam	GOB_15_AY775547	566	-	1304								firmNOG05013	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG378.AS1.GP1.C13859.G7	blab3	beta-lactam	GOB_18_DQ004496	-	-	-								COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG378.AS1.GP1.C21497.G10	blab3	beta-lactam	GOB_2_AF189296	-	-	-	Bacteria	Firmicutes						firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG38.AS1.GP1.C18971.G2	blab3	beta-lactam	BLR8_ACH58988_1	2	-	3762	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG382.AS1.GP1.C15088.G2	blab3	beta-lactam	GOB_3_AF189291	-	-	-	Bacteria	Firmicutes	Clostridia					bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG382.AS1.GP1.C29833.G3	blab3	beta-lactam	GOB_7_AF189297	-	-	-								firmNOG05013	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG382.AS1.GP1.C33796.G1	blab3	beta-lactam	BLR7_ACH58998_1	-	proph	-	Bacteria	Firmicutes						firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG383.AS1.GP1.C39501.G2	blab3	beta-lactam	BLR7_ACH58998_1	-	-	-								proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG384.AS1.GP1.C25204.G3	blab3	beta-lactam	BLR2_ACH58985_1	245	proph	2124	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:245	firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG385.AS1.GP1.C51071.G2	blab3	beta-lactam	BJP_1_BAL75272_1	-	-	-	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella	Eggerthella sp. CAG:298	COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG386.AS1.GP1.C16038.G3	blab3	beta-lactam	BLR8_ACH58988_1	503	-	2137								firmNOG05013	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG386.AS1.GP1.C17245.G21	blab3	beta-lactam	GOB_4_AF189293	3251	-	-								proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG386.AS1.GP1.C316.G20	blab3	beta-lactam	CAU_1_CAC48262_1	-	-	-								therNOG01407	General function prediction only 	Beta-Lactamase domain-containing protein
MC3.MG386.AS1.GP1.C54550.G1	blab3	beta-lactam	GOB_7_AF189297	-	-	-								firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG386.AS1.GP1.C57665.G2	blab3	beta-lactam	GOB_7_AF189297	-	-	-								proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG393.AS1.GP1.C59991.G2	blab3	beta-lactam	BLR9_ACH58989_1	699	-	2412								proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG4.AS1.GP1.C5733.G13	blab3	beta-lactam	THIN_B_CAC33832_1	109	-	2864	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	COG1237	General function prediction only 	Metal-dependent hydrolases of the beta-lactamase superfamily II
MC3.MG40.AS1.GP1.C5826.G2	blab3	beta-lactam	L_1_AJ272109	-	-	-								bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG43.AS1.GP1.C7341.G2	blab3	beta-lactam	GOB_3_AF189291	1060	-	1792	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:1060	veNOG08499	General function prediction only 	Metallo-Beta-Lactamase domain containing 2
MC3.MG43.AS1.GP1.C984.G2	blab3	beta-lactam	CAU_1_CAC48262_1	782	proph	2182	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus sp. CAG:782	firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG45.AS1.GP1.C10428.G4	blab3	beta-lactam	BLR8_ACH58988_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			veNOG08499	General function prediction only 	Metallo-Beta-Lactamase domain containing 2
MC3.MG53.AS1.GP1.C18238.G2	blab3	beta-lactam	GOB_16_GU188443	-	-	-	Bacteria	Firmicutes	Clostridia					COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG58.AS1.GP1.C34262.G2	blab3	beta-lactam	BLR7_ACH58998_1	582	proph	1510	Bacteria	Firmicutes						firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG6.AS1.GP1.C11216.G3	blab3	beta-lactam	BLR9_ACH58989_1	244	-	2618	Bacteria	Firmicutes						proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG6.AS1.GP1.C27338.G2	blab3	beta-lactam	GOB_7_AF189297	121	-	1843								firmNOG05013	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG6.AS1.GP1.C51021.G7	blab3	beta-lactam	GOB_3_AF189291	-	-	-	Bacteria	Firmicutes						bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG6.AS1.GP1.C51260.G1	blab3	beta-lactam	BJP_1_BAL75272_1	316	-	1927								proNOG19219	General function prediction only 	Beta-Lactamase
MC3.MG61.AS1.GP1.C22996.G14	blab3	beta-lactam	GOB_7_AF189297	241	proph	1137	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. CAG:241	firmNOG06195	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG62.AS1.GP1.C131.G3	blab3	beta-lactam	BLR2_ACH58985_1	841	proph	1654	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:841	firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG64.AS1.GP1.C2208.G22	blab3	beta-lactam	BLR3_ACH58987_1	-	proph	-								firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG64.AS1.GP1.C8855.G10	blab3	beta-lactam	GOB_3_AF189291	307	proph	2233	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:307	firmNOG06195	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG65.AS1.GP1.C26078.G2	blab3	beta-lactam	BLR3_ACH58987_1	302	proph	1465	Bacteria	Firmicutes						firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG67.AS1.GP1.C2973.G3	blab3	beta-lactam	THIN_B_CAC33832_1	47	-	4319	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	COG1237	General function prediction only 	Metal-dependent hydrolases of the beta-lactamase superfamily II
MC3.MG68.AS1.GP1.C25263.G3	blab3	beta-lactam	BLR3_ACH58987_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	uncultured Faecalibacterium sp.	bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG82.AS1.GP1.C17871.G2	blab3	beta-lactam	GOB_3_AF189291	325	-	2548	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus sp. D21	firmNOG03732	General function prediction only 	Beta-Lactamase domain protein
MC3.MG85.AS1.GP1.C50641.G2	blab3	beta-lactam	GOB_1_AF090141	1714	-	-								bctoNOG02903	General function prediction only 	Beta-Lactamase
MC3.MG86.AS1.GP1.C8422.G14	blab3	beta-lactam	BLR19_ACH59005_1	171	-	3079								COG0491	General function prediction only 	Zn-dependent hydrolases, including glyoxylases
MC3.MG87.AS1.GP1.C2533.G3	blab3	beta-lactam	BLR3_ACH58987_1	181	proph	3236	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG87.AS1.GP1.C28378.G2	blab3	beta-lactam	CAU_1_CAC48262_1	299	proph	3207	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:299	firmNOG03182	General function prediction only 	
MC3.MG89.AS1.GP1.C42819.G17	blab3	beta-lactam	GOB_18_DQ004496	877	proph	1600	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. CAG:877	firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG9.AS1.GP1.C26640.G5	blab3	beta-lactam	GOB_3_AF189291	555	proph	1757	Bacteria	Firmicutes						firmNOG06195	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG90.AS1.GP1.C12957.G2	blab3	beta-lactam	BLR8_ACH58988_1	176	proph	1380	Bacteria	Firmicutes						firmNOG06195	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG94.AS1.GP1.C4380.G2	blab3	beta-lactam	GOB_7_AF189297	177	proph	2376	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		veNOG08499	General function prediction only 	Metallo-Beta-Lactamase domain containing 2
MC3.MG95.AS1.GP1.C40835.G12	blab3	beta-lactam	BLR7_ACH58998_1	-	proph	-	Bacteria	Firmicutes						firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG95.AS1.GP1.C43668.G55	blab3	beta-lactam	BLR3_ACH58987_1	1000	proph	1232	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:1000	firmNOG06195	General function prediction only 	Metallo-Beta-Lactamase family protein
MC3.MG97.AS1.GP1.C45769.G9	blab3	beta-lactam	L_1_AJ272109	-	-	-	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. CAG:611	veNOG12102	General function prediction only 	Lactamase, beta 2
MC3.MG97.AS1.GP1.C49625.G3	blab3	beta-lactam	FEZ_1_CAB96921_1	609	vir	1257	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:609	firmNOG01803	General function prediction only 	Beta-Lactamase
MC3.MG99.AS1.GP1.C42723.G5	blab3	beta-lactam	GOB_1_AF090141	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. CAG:182	proNOG24010	General function prediction only 	Beta-Lactamase
MC3.MG99.AS1.GP1.C57880.G1	blab3	beta-lactam	BLR8_ACH58988_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii L2-6	dproNOG09055	General function prediction only 	Beta-Lactamase domain-containing protein
MC3.MG103.AS1.GP1.C23537.G7	blac	beta-lactam	ADC_AEZ55706_1	-	-	-								euNOG11746		
MC3.MG103.AS1.GP1.C47044.G3	blac	beta-lactam	FOX_7_AJ703796	-	-	-								actNOG03521	Defense mechanisms 	Beta-Lactamase
MC3.MG115.AS1.GP1.C3959.G2	blac	beta-lactam	AMPC_PE94_JX009295_1	3386	-	-								COG1680	Defense mechanisms 	Beta-lactamase class C and other penicillin binding proteins
MC3.MG117.AS1.GP1.C16515.G24	blac	beta-lactam	BLR18_ACH58997_1	-	-	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	COG1680	Defense mechanisms 	Beta-lactamase class C and other penicillin binding proteins
MC3.MG119.AS1.GP1.C26893.G17	blac	beta-lactam	ACC_4_EF504260	6918	-	-								bctoNOG00063	Carbohydrate transport and metabolism 	Hydrolase, hydrolyzing O-glycosyl compounds
MC3.MG12.AS1.GP1.C14402.G5	blac	beta-lactam	AMPC_AX48_JX009204_1	142	-	1046								COG1680	Defense mechanisms 	Beta-lactamase class C and other penicillin binding proteins
MC3.MG12.AS1.GP1.C26187.G2	blac	beta-lactam	CMY_26_AB300358	228	-	3206								COG1680	Defense mechanisms 	Beta-lactamase class C and other penicillin binding proteins
MC3.MG12.AS1.GP1.C2802.G5	blac	beta-lactam	BLR10_ACH58999_1	74	-	2635	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp. CAG:74	dproNOG03947	Defense mechanisms 	Beta-Lactamase
MC3.MG12.AS1.GP1.C54561.G1	blac	beta-lactam	DHA_3_AY494945	-	-	-								COG1680	Defense mechanisms 	Beta-lactamase class C and other penicillin binding proteins
MC3.MG12.AS1.GP1.C89679.G2	blac	beta-lactam	ACT_10_JN848330	226	-	2163	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:226	COG1680	Defense mechanisms 	Beta-lactamase class C and other penicillin binding proteins
